accession_id,replicate_id,value
P02675,15,30.464508857697
P02679,1,30.6496732824459
P02679,2,30.6135975230176
P02679,3,29.9902368196647
P02679,4,31.0587246202016
P02679,5,30.9526873557374
P02679,6,31.1361397135734
P02679,7,30.8171886882678
P02679,8,29.4069574954577
P02679,9,30.2105987057738
P02679,10,29.8162885818846
P02679,11,29.6422717037378
P02679,12,30.3960122144851
P02679,13,29.7513804276706
P02679,14,29.7212489215849
P02679,15,30.241726887272
P02671,1,30.2720863320175
P02671,2,30.1609882575546
P02671,3,29.5264902843511
P02671,4,30.4586545481316
P02671,5,30.4237221958166
P02671,6,30.1585827629733
P02671,7,30.4771122813988
P02671,8,28.8630743511939
P02671,9,29.513070466004
P02671,10,29.3757966524752
P02671,11,29.166002827227
P02671,12,30.1613487360575
P02671,13,29.3619793031361
P02671,14,29.503889837301
P02671,15,29.8993712145206
Q14624,1,25.9338210210556
Q14624,2,26.2781177599967
Q14624,3,25.8998436795629
Q14624,4,26.4757138905131
Q14624,5,26.4324024836691
Q14624,6,26.6905912087338
Q14624,7,26.6128772690385
Q14624,8,25.5331759544456
Q14624,9,26.3662801873277
Q14624,10,25.7490895044099
Q14624,11,24.8251734741825
Q14624,12,25.9485550940361
Q14624,13,25.3968574275999
Q14624,14,25.597757059197
Q14624,15,25.922137752141
P01009,1,29.5856675146266
P01009,2,29.0570853625205
P01009,3,28.835601001673
P01009,4,29.8810159575103
P01009,5,30.1329573867496
P01009,6,29.8477466118689
P01009,7,29.6277189163724
P01009,8,29.1461548311387
P01009,9,29.645934306568
P01009,10,28.9117652822692
P01009,11,27.9082186075038
P01009,12,28.8428706668258
P01009,13,28.7417867165439
P01009,14,28.9933177701193
P01009,15,29.6709947894237
P01031,1,24.6951394901163
P01031,2,24.9897551645556
P01031,3,24.5986091283472
P01031,4,25.6177328953855
P01031,5,24.9065108079305
P01031,6,25.3821530032217
P01031,7,25.2664943282146
P01031,8,23.6981637310534
P01031,9,24.7834674933481
P01031,10,24.4792034740547
P01031,11,24.7059339577986
P01031,12,24.3823839162379
P01031,13,24.2384140696385
P01031,14,24.5080907072447
P01031,15,25.2089954658568
P27105,1,18.6796862626097
P27105,2,
P27105,3,
P27105,4,22.4210344358654
P27105,5,19.5730591090738
P27105,6,20.495995517962
P27105,7,19.88461771388
P27105,8,19.7617102909845
P27105,9,20.2856821618166
P27105,10,18.1117673632125
P27105,11,18.7586071083606
P27105,12,
P27105,13,18.3743687835161
P27105,14,17.6406827177954
P27105,15,19.6719867262879
P05109,1,22.1035759600173
P05109,2,19.7285981536264
P05109,3,22.0421990774206
P05109,4,22.5469377804714
P05109,5,22.4873111156182
P05109,6,
P05109,7,20.9218699858929
P05109,8,20.8494203732992
P05109,9,
P05109,10,24.9319291980077
P05109,11,19.2727801186209
P05109,12,
P05109,13,22.0809580186831
P05109,14,21.7382638228559
P05109,15,23.4328803185678
P00736,1,25.5230983958239
P00736,2,24.8349443288796
P00736,3,24.1241572908908
P00736,4,26.2869372863442
P00736,5,25.3849215230998
P00736,6,25.5166212356677
P00736,7,25.5684251623796
P00736,8,25.5982967614208
P00736,9,25.3359267641575
P00736,10,25.6067070198355
P00736,11,26.0693794527403
P00736,12,25.9152918604901
P00736,13,26.2425084762337
P00736,14,24.9670605192053
P00736,15,26.0839142621594
P06727,1,25.8699955182007
P06727,2,24.8497639584708
P06727,3,24.7278029044999
P06727,4,25.8779251409578
P06727,5,25.5923774204704
P06727,6,25.9790197097406
P06727,7,25.4854205375053
P06727,8,25.3298505249675
P06727,9,25.9607784823335
P06727,10,25.1475577234709
P06727,11,23.9547351922637
P06727,12,25.5731145984117
P06727,13,23.4287976981118
P06727,14,24.1955794693785
P06727,15,25.7423715308257
P13671,1,22.1642293261144
P13671,2,22.7251315638578
P13671,3,20.0199815790509
P13671,4,22.9252791564841
P13671,5,22.5911735079798
P13671,6,21.9156109954212
P13671,7,22.4546286311194
P13671,8,20.8216650035659
P13671,9,21.6409033234873
P13671,10,22.0937786056385
P13671,11,19.8567476964891
P13671,12,20.566254761994
P13671,13,20.9827318219063
P13671,14,21.010861336597
P13671,15,22.3087756285626
P00751,1,25.2072833772218
P00751,2,26.0865284098743
P00751,3,25.3440113940998
P00751,4,26.7016047079221
P00751,5,25.9070611923114
P00751,6,25.7624323260759
P00751,7,25.7748489783092
P00751,8,24.047933326016
P00751,9,24.684477689082
P00751,10,25.254578279937
P00751,11,24.7624323260759
P00751,12,24.983636616568
P00751,13,24.9331906889739
P00751,14,25.2324976348316
P00751,15,24.7361900879807
P02750,1,17.1917146958331
P02750,2,
P02750,3,21.7922930496264
P02750,4,20.6097306400592
P02750,5,21.0727397417849
P02750,6,19.3495749634744
P02750,7,21.3049105321325
P02750,8,
P02750,9,19.1537301409856
P02750,10,17.2191117858483
P02750,11,21.9153192176791
P02750,12,
P02750,13,
P02750,14,21.9478865916188
P02750,15,19.6378736658796
P09871,1,23.1275932564072
P09871,2,22.6475936868278
P09871,3,22.8622869861723
P09871,4,24.9011335276961
P09871,5,24.4539382412927
P09871,6,22.9614807827305
P09871,7,23.3821859930583
P09871,8,21.9119960858712
P09871,9,23.0262438003205
P09871,10,23.8767080322493
P09871,11,23.1289150254197
P09871,12,21.9832190895419
P09871,13,21.8930437313338
P09871,14,21.6501822682997
P09871,15,23.3063298639745
P05156,1,22.880431021732
P05156,2,22.244291821224
P05156,3,22.1127029321868
P05156,4,24.3582358804278
P05156,5,23.4313506894715
P05156,6,22.6636423567151
P05156,7,22.1557941092626
P05156,8,21.6774512582264
P05156,9,21.9773959279587
P05156,10,22.0211006176748
P05156,11,23.1364448479825
P05156,12,21.9347030235535
P05156,13,20.6616215468478
P05156,14,22.0186919129754
P05156,15,22.4237550499848
P02763,1,23.6362192445645
P02763,2,26.1052556982859
P02763,3,24.3173447075936
P02763,4,27.6941831480787
P02763,5,25.272629215501
P02763,6,27.7817554069699
P02763,7,25.5628766077868
P02763,8,25.2283930279735
P02763,9,25.0283364240389
P02763,10,23.1865404691576
P02763,11,24.0537442926651
P02763,12,25.1202068638856
P02763,13,24.7372737541627
P02763,14,25.1539094649176
P02763,15,26.3343760012529
P12259,1,18.8346068394371
P12259,2,17.0235594515756
P12259,3,17.2485947242346
P12259,4,20.3549853860783
P12259,5,19.9313665778787
P12259,6,19.5935370190391
P12259,7,21.0205920713546
P12259,8,18.7305895430668
P12259,9,19.1982052118382
P12259,10,19.8182669778916
P12259,11,18.5062223385648
P12259,12,16.7715926333636
P12259,13,17.0918692205472
P12259,14,18.6204561116303
P12259,15,18.7068804372987
P08603,1,25.8441944849017
P08603,2,26.0899055964913
P08603,3,25.7692595697527
P08603,4,26.8301397270758
P08603,5,26.1632889657642
P08603,6,26.2045435334821
P08603,7,26.4729749919527
P08603,8,25.0724698980411
P08603,9,25.9237705042124
P08603,10,25.6358042357762
P08603,11,25.676079529848
P08603,12,25.8174845328071
P08603,13,25.0594906892783
P08603,14,25.5171320677799
P08603,15,25.7646610527954
Q96IY4,1,19.1060261236793
Q96IY4,2,
Q96IY4,3,19.6360687485073
Q96IY4,4,19.6055771779414
Q96IY4,5,19.0602842894971
Q96IY4,6,19.6942660561501
Q96IY4,7,20.0118168994163
Q96IY4,8,18.7369435802189
Q96IY4,9,19.1694014677098
Q96IY4,10,19.896521622225
Q96IY4,11,17.909529833568
Q96IY4,12,18.7439600004673
Q96IY4,13,
Q96IY4,14,18.804578516039
Q96IY4,15,18.7576634579218
Q14520,1,21.8483509180679
Q14520,2,18.4672632387375
Q14520,3,19.9807811039567
Q14520,4,20.9583686286679
Q14520,5,21.836303130098
Q14520,6,18.9148814403913
Q14520,7,19.7410488697478
Q14520,8,18.6477605490359
Q14520,9,19.2649465024798
Q14520,10,23.1274358222595
Q14520,11,19.0795264507113
Q14520,12,19.6288442084099
Q14520,13,18.4949024488236
Q14520,14,17.8714721331889
Q14520,15,18.2420482988303
P06681,1,21.0169252364611
P06681,2,21.2484094188538
P06681,3,20.3076366404579
P06681,4,22.5931813710842
P06681,5,21.3690093936877
P06681,6,21.420546235927
P06681,7,21.8682724585926
P06681,8,19.6394643669654
P06681,9,19.7982312981309
P06681,10,20.6893599104617
P06681,11,20.5072681487164
P06681,12,20.761986167272
P06681,13,20.6146810911373
P06681,14,21.7380163693736
P06681,15,21.5800800305981
P02743,1,24.800502215055
P02743,2,25.3412989231886
P02743,3,24.86273155738
P02743,4,27.1084896809685
P02743,5,25.8045450375131
P02743,6,25.5980695429869
P02743,7,25.4104433288259
P02743,8,24.7743965888705
P02743,9,25.9127362364299
P02743,10,25.0047889828533
P02743,11,26.3025348992654
P02743,12,25.3576320036956
P02743,13,24.7223406071862
P02743,14,24.3027091988441
P02743,15,25.0717746134539
P69905,1,29.4137714956201
P69905,2,29.8232611520834
P69905,3,29.3363056807305
P69905,4,31.2682982665629
P69905,5,29.1768598079758
P69905,6,29.59603363189
P69905,7,28.7749243627593
P69905,8,29.5031695417762
P69905,9,29.9796466899377
P69905,10,28.3234565546713
P69905,11,27.9521041063795
P69905,12,26.3912788634959
P69905,13,29.2010693186231
P69905,14,29.2759754495135
P69905,15,29.9707618091716
P68871,1,29.702645309587
P68871,2,29.8433200625373
P68871,3,29.2179646106548
P68871,4,31.6613167538067
P68871,5,28.7284518025637
P68871,6,29.757354196789
P68871,7,29.3176466033329
P68871,8,29.4151223809689
P68871,9,30.1617091245121
P68871,10,28.714697777522
P68871,11,27.94016526258
P68871,12,27.4669994841955
P68871,13,29.272197595276
P68871,14,29.1354304179494
P68871,15,30.2195117616156
P00450,1,27.3903442684044
P00450,2,27.6174386551209
P00450,3,27.145693374677
P00450,4,28.1999000272192
P00450,5,27.8135390193202
P00450,6,27.8993712145206
P00450,7,28.2706614039314
P00450,8,26.4068642623595
P00450,9,27.1677741508559
P00450,10,27.2719528047796
P00450,11,26.5912077563398
P00450,12,27.5089973973599
P00450,13,26.1042360904543
P00450,14,27.2827728465822
P00450,15,27.3641939807565
P02649,1,25.3872574456156
P02649,2,23.8343174999219
P02649,3,23.2761130432789
P02649,4,25.8176796959906
P02649,5,24.9228409691532
P02649,6,23.9986048903373
P02649,7,24.6123992435267
P02649,8,25.5814713892173
P02649,9,25.0730013602535
P02649,10,26.1321239265563
P02649,11,23.9092148450457
P02649,12,24.4886109845879
P02649,13,24.5501596318035
P02649,14,24.0171631843496
P02649,15,24.4803134292614
P03952,1,23.9682477235546
P03952,2,23.7378926267142
P03952,3,23.6832465150118
P03952,4,25.0229299015728
P03952,5,24.2351301573053
P03952,6,24.339397154581
P03952,7,24.2491620739476
P03952,8,23.3815260529522
P03952,9,23.8702307491678
P03952,10,24.7220278503744
P03952,11,23.2520965708668
P03952,12,23.0710544362065
P03952,13,22.3574575033485
P03952,14,23.6765907183614
P03952,15,23.2087648245197
Q15485,1,25.286338065341
Q15485,2,24.4520536790101
Q15485,3,23.8279373050757
Q15485,4,25.4148039279325
Q15485,5,23.7411888041661
Q15485,6,25.0272398627248
Q15485,7,24.7123510893861
Q15485,8,22.5219071025033
Q15485,9,24.7633951531995
Q15485,10,24.4790800929684
Q15485,11,23.6534880148757
Q15485,12,25.0898247981355
Q15485,13,23.7528706092137
Q15485,14,24.9364294669288
Q15485,15,25.3413667971526
P02042,1,20.6664840806288
P02042,2,23.5479262663209
P02042,3,23.0953731978109
P02042,4,24.0485986223344
P02042,5,19.8318422413315
P02042,6,22.2985481529752
P02042,7,22.2461200932173
P02042,8,21.5741777317902
P02042,9,22.4687403679244
P02042,10,19.9656433895947
P02042,11,20.2558031315947
P02042,12,
P02042,13,20.2984922183027
P02042,14,21.6440763107744
P02042,15,23.0853252744137
P05155,1,25.1655333013046
P05155,2,25.348003002893
P05155,3,25.0550692336751
P05155,4,26.4521008230824
P05155,5,25.6731973442279
P05155,6,25.6298981908051
P05155,7,26.188107518176
P05155,8,24.8699484674045
P05155,9,25.8818969998035
P05155,10,26.3002496278357
P05155,11,24.1449158510576
P05155,12,24.4494111491951
P05155,13,24.383636799548
P05155,14,24.6657362304749
P05155,15,25.63574889225
P00739,1,28.4395217387292
P00739,2,29.292920234243
P00739,3,27.6731703807374
P00739,4,30.0763542530855
P00739,5,28.2733319906457
P00739,6,29.0913137908841
P00739,7,28.3164386411456
P00739,8,28.5607430194382
P00739,9,28.3370929980092
P00739,10,28.379643565766
P00739,11,27.430537413884
P00739,12,28.3585461076755
P00739,13,28.5239882305889
P00739,14,28.7109596288601
P00739,15,31.0634898197234
P10909,1,27.3608497626598
P10909,2,26.4139005900715
P10909,3,26.1930429694249
P10909,4,27.9050650491371
P10909,5,27.2858620360058
P10909,6,27.0714268454643
P10909,7,27.6224046672433
P10909,8,26.6613932129611
P10909,9,27.0753089049908
P10909,10,26.6719565017925
P10909,11,25.8201413631694
P10909,12,27.0877022212396
P10909,13,27.0492636119939
P10909,14,26.2845212576574
P10909,15,26.5231432745833
P22792,1,24.7545535878711
P22792,2,24.0203886026228
P22792,3,24.1372738617277
P22792,4,24.7912896982521
P22792,5,24.4505442547048
P22792,6,23.5103865497474
P22792,7,25.6042484820767
P22792,8,23.6100912462077
P22792,9,23.8259013116019
P22792,10,23.6004819109538
P22792,11,23.5447465771758
P22792,12,23.8703248308165
P22792,13,23.4932612907225
P22792,14,23.8606967596091
P22792,15,23.8562385774939
P60709,1,
P60709,2,22.8089790961106
P60709,3,22.8303186773935
P60709,4,25.9281606888954
P60709,5,23.7065137238289
P60709,6,24.3824498845975
P60709,7,23.4212399443205
P60709,8,25.0047032739544
P60709,9,24.8986910541553
P60709,10,24.8683478266336
P60709,11,22.9978472356429
P60709,12,24.3832412697194
P60709,13,25.5784224482669
P60709,14,23.809607216793
P60709,15,26.1105819154334
P15169,1,22.9254964898408
P15169,2,23.3100801925779
P15169,3,21.8961150678806
P15169,4,23.843164287876
P15169,5,23.6095277594838
P15169,6,23.1275145414809
P15169,7,22.7646610527954
P15169,8,22.8715473342649
P15169,9,22.5937056931849
P15169,10,22.5398574019054
P15169,11,22.3593088153408
P15169,12,22.2265568370156
P15169,13,21.9055838530806
P15169,14,22.957961430276
P15169,15,23.5936601075226
P15144,1,19.6389696701049
P15144,2,23.9338210210556
P15144,3,14.8758453231507
P15144,4,21.8885173345389
P15144,5,15.2556187498396
P15144,6,
P15144,7,
P15144,8,15.2524067293054
P15144,9,
P15144,10,
P15144,11,21.152393785122
P15144,12,
P15144,13,
P15144,14,
P15144,15,19.6922238559942
P04003,1,28.6977993011788
P04003,2,28.4763012252568
P04003,3,27.8695602397742
P04003,4,29.2647015520964
P04003,5,28.5150274794549
P04003,6,28.4296997392671
P04003,7,28.5793507563402
P04003,8,27.8462526746526
P04003,9,28.7866862088119
P04003,10,28.2818447984008
P04003,11,28.8007922455615
P04003,12,28.5622361345561
P04003,13,28.2387238309412
P04003,14,28.0045854159037
P04003,15,27.6608494153516
P35542,1,23.6453743414894
P35542,2,24.1417236159293
P35542,3,22.8166157363519
P35542,4,24.9232944757082
P35542,5,23.8837157289437
P35542,6,24.1269161676464
P35542,7,24.3060516736456
P35542,8,22.9803976170832
P35542,9,22.6645323531575
P35542,10,23.4104109788648
P35542,11,23.2881349822105
P35542,12,22.4976530598396
P35542,13,22.9595010979727
P35542,14,23.0668900068724
P35542,15,24.3733176163334
P06702,1,21.3986393265429
P06702,2,20.9174332705667
P06702,3,20.6664840806288
P06702,4,22.1521152217759
P06702,5,23.2298163034908
P06702,6,
P06702,7,
P06702,8,21.4126608062305
P06702,9,21.2522265336361
P06702,10,25.2053455229247
P06702,11,21.7747886679129
P06702,12,
P06702,13,
P06702,14,21.518693491196
P06702,15,24.1821512341117
P07357,1,23.9130559371224
P07357,2,24.6280632312643
P07357,3,23.5125581934704
P07357,4,24.8872533451935
P07357,5,24.5312434215667
P07357,6,24.1132277307326
P07357,7,24.0609340236304
P07357,8,22.7656527418693
P07357,9,23.1932046869318
P07357,10,23.0754190846915
P07357,11,23.3902130486998
P07357,12,23.989885064915
P07357,13,22.7294116363897
P07357,14,23.6679569700276
P07357,15,24.0248752036961
O14791,1,27.2821542141315
O14791,2,28.2915816115285
O14791,3,26.8440986836473
O14791,4,28.7254319466619
O14791,5,27.6394798235093
O14791,6,27.9341023304141
O14791,7,27.051754596856
O14791,8,27.9565973638157
O14791,9,26.7816928836199
O14791,10,28.2318295997043
O14791,11,26.445438256833
O14791,12,27.4280628761779
O14791,13,27.7072117691614
O14791,14,27.9846255864238
O14791,15,28.7140754249876
P02730,1,21.3333628451221
P02730,2,20.0626311861066
P02730,3,20.3991610780371
P02730,4,24.0333867035516
P02730,5,20.8822609290998
P02730,6,21.5776390385501
P02730,7,21.5346904391642
P02730,8,22.8393245223759
P02730,9,23.3249847697957
P02730,10,23.1605411390843
P02730,11,20.1397112166619
P02730,12,
P02730,13,21.8301639108483
P02730,14,23.5852018807104
P02730,15,23.0800634551825
P01024,1,29.6166326900051
P01024,2,29.9886126201789
P01024,3,29.2765079976374
P01024,4,30.4578721755306
P01024,5,29.7729442143547
P01024,6,30.0162441061647
P01024,7,30.0957212770888
P01024,8,29.1581011823827
P01024,9,29.2470578156948
P01024,10,29.0459355942762
P01024,11,29.2425675326104
P01024,12,29.5722292599951
P01024,13,28.7894251888285
P01024,14,29.3229625435461
P01024,15,29.5301235982904
P07360,1,24.5038519359746
P07360,2,25.3453995613647
P07360,3,24.7202020830803
P07360,4,26.1908598903777
P07360,5,24.8323870854493
P07360,6,24.7591843831459
P07360,7,24.7758537805792
P07360,8,23.9664885536733
P07360,9,23.7548084134552
P07360,10,24.4082094779937
P07360,11,24.0903095204071
P07360,12,23.8838089353294
P07360,13,23.0903741377402
P07360,14,23.5636040733076
P07360,15,24.38824331958
P07358,1,23.9661364621424
P07358,2,24.7616717452442
P07358,3,23.5868058937864
P07358,4,25.0199222118512
P07358,5,24.8482362865442
P07358,6,24.1759228895243
P07358,7,23.9565973638157
P07358,8,22.4424039308541
P07358,9,23.4284143594511
P07358,10,23.216497210556
P07358,11,23.6522848118453
P07358,12,24.129984142662
P07358,13,22.4616892654988
P07358,14,23.8720172522003
P07358,15,24.3673971534476
P07225,1,25.756692725159
P07225,2,25.845487179579
P07225,3,24.7446827606705
P07225,4,26.4472999415814
P07225,5,25.6220136021353
P07225,6,26.2376120255246
P07225,7,25.8205552905107
P07225,8,25.1411778935545
P07225,9,25.5687730512265
P07225,10,25.7804919095479
P07225,11,25.5054277909001
P07225,12,25.5734902513342
P07225,13,25.4349809139818
P07225,14,25.0798519318274
P07225,15,25.2555870568521
P00747,1,26.9494904773214
P00747,2,26.5219160857816
P00747,3,26.0367856754213
P00747,4,27.1144594620697
P00747,5,26.9696096063357
P00747,6,26.944025505613
P00747,7,27.0863866783763
P00747,8,26.081214087009
P00747,9,26.8068571675469
P00747,10,26.3263227746381
P00747,11,25.5773278607819
P00747,12,26.1249657940889
P00747,13,25.9586341309306
P00747,14,26.0217233427166
P00747,15,26.3268884802645
P04004,1,25.1716920533582
P04004,2,25.2111884355924
P04004,3,24.3548778065666
P04004,4,25.9999599274858
P04004,5,25.3193446675776
P04004,6,25.4656301717453
P04004,7,25.5174024351008
P04004,8,23.5423867254336
P04004,9,25.2697790243415
P04004,10,25.4460380447212
P04004,11,24.0873178020021
P04004,12,24.8102448720701
P04004,13,24.3027091988441
P04004,14,24.9036178400612
P04004,15,25.1968554268893
P10643,1,23.2405555289421
P10643,2,21.9941047892196
P10643,3,23.7161772433057
P10643,4,23.7427312987436
P10643,5,22.2237907977037
P10643,6,22.497360690796
P10643,7,22.2185975266551
P10643,8,21.2706489295974
P10643,9,22.0502273028747
P10643,10,22.8768953465888
P10643,11,22.1307540451193
P10643,12,22.0780282910651
P10643,13,19.9747730678893
P10643,14,22.8184113228844
P10643,15,21.5414180693585
P05546,1,23.2948798432309
P05546,2,22.5025171744975
P05546,3,23.2125990939544
P05546,4,23.7792648830994
P05546,5,24.1556860404836
P05546,6,24.1175143814162
P05546,7,24.3481381183266
P05546,8,22.8511946832328
P05546,9,23.7849654636217
P05546,10,23.4897137283138
P05546,11,23.6504233402429
P05546,12,23.4910603825292
P05546,13,22.272529553843
P05546,14,22.9446019767782
P05546,15,23.9560655600224
P20851,1,25.9362497254421
P20851,2,25.4978662082541
P20851,3,24.3825818122681
P20851,4,26.9438020052189
P20851,5,25.71591550143
P20851,6,26.555069678945
P20851,7,25.5974160905797
P20851,8,25.8375451686107
P20851,9,25.9940788859591
P20851,10,25.3135440478815
P20851,11,25.4662216252016
P20851,12,25.9214114909947
P20851,13,25.5841124267219
P20851,14,25.2949148902992
P20851,15,25.4522422460564
P02766,1,28.1972304938461
P02766,2,28.5455053340027
P02766,3,28.4155052377557
P02766,4,29.5402854233447
P02766,5,29.6243584042968
P02766,6,29.4381736848924
P02766,7,28.969088069266
P02766,8,28.8131414267982
P02766,9,29.1019693812843
P02766,10,27.9535479121606
P02766,11,28.4021461052192
P02766,12,28.1972773703603
P02766,13,27.6351261312452
P02766,14,28.2111327234015
P02766,15,28.610239125011
P25311,1,20.3947724897528
P25311,2,20.4014545455986
P25311,3,22.7194397938224
P25311,4,24.1425028614062
P25311,5,21.2870359577003
P25311,6,23.7574559347419
P25311,7,21.1578921263727
P25311,8,19.7383627923659
P25311,9,20.5536555403127
P25311,10,19.7897565017259
P25311,11,21.1790100404686
P25311,12,21.1746282753967
P25311,13,18.9079762001688
P25311,14,21.9016123205864
P25311,15,23.4258561620597
P08697,1,25.348408311237
P08697,2,25.8115928302633
P08697,3,24.6547448369517
P08697,4,26.6458140869903
P08697,5,25.3643943875413
P08697,6,25.6653296275202
P08697,7,25.8572832173348
P08697,8,24.6300648896372
P08697,9,25.4194086031472
P08697,10,24.8129395301896
P08697,11,23.9275052728288
P08697,12,25.2070226637855
P08697,13,24.1232891245882
P08697,14,25.0318734751199
P08697,15,24.8236195260263
P22352,1,21.8293898289835
P22352,2,22.1057512473046
P22352,3,22.2697076973675
P22352,4,23.05936690769
P22352,5,22.6586394891833
P22352,6,22.8147983583569
P22352,7,21.496970773215
P22352,8,20.1112070042623
P22352,9,21.9776055509126
P22352,10,20.9870419052226
P22352,11,21.2967571669319
P22352,12,22.1587859417593
P22352,13,20.0194387022652
P22352,14,22.4496000619263
P22352,15,22.5015213664684
P02765,1,26.5940589332379
P02765,2,26.5970466169504
P02765,3,25.9471508810051
P02765,4,26.7495754713109
P02765,5,27.1234667465659
P02765,6,27.0718359755744
P02765,7,26.8420614016129
P02765,8,26.7031900872474
P02765,9,26.3079805151591
P02765,10,27.2577283686168
P02765,11,25.2101109517688
P02765,12,25.8476152074542
P02765,13,25.5565175146549
P02765,14,26.0799943067284
P02765,15,26.12244018428
P02790,1,27.353128514226
P02790,2,27.3026046216239
P02790,3,27.1936634146944
P02790,4,28.636820795334
P02790,5,27.9918862167668
P02790,6,28.2075068083886
P02790,7,28.1498169573043
P02790,8,27.0226336472547
P02790,9,28.1682046847174
P02790,10,27.4070588289484
P02790,11,27.0719382399757
P02790,12,27.4849290726595
P02790,13,26.584341853835
P02790,14,27.380552089938
P02790,15,27.6562870455266
P04217,1,25.726893956602
P04217,2,25.8578289781772
P04217,3,25.8804964155492
P04217,4,26.8407416256092
P04217,5,26.5582267220441
