transaction_id,supplier,quantity,transaction_date,hospital_name,product_type,product_model,packaging_spec,unit_price,supplier_id,hospital_name_duplicate
203845,"Yangzhou Xiangrui Medical Device Co., Ltd.",120,2019-08-08 00:00:00.000000,Wuwei Jimin Hospital,Hollow Fiber Dialyzer,HF18,None,76.0,90198478,Wuwei Jimin Hospital
204661,"Chengdu Baoshu Medical Device Sales Co., Ltd.",168,2021-11-22 00:00:00.000000,"Chengdu Weigao Nephrology Hospital Co., Ltd.",Hollow Fiber Dialyzer,HF15,24-piece pack,70.0,90363865,"Chengdu Weigao Nephrology Hospital Co., Ltd."
100060,Gaotai County People's Hospital,120,2020-12-10 00:00:00.000000,"Chengdu Weigao Nephrology Hospital Co., Ltd.",Hollow Fiber Dialyzer,F15,None,90.0,90288223,"Chengdu Weigao Nephrology Hospital Co., Ltd."
200357,"Neimeng Jins Xi Sheng Medical Device Co., Ltd.",180,2019-12-04 00:00:00.000000,Neimenggu Siziwangqi People's Hospital,Hollow Fiber Dialyzer,F15,None,60.0,90218887,Neimenggu Siziwangqi People's Hospital
206698,"Beijing East Star Medical Device Co., Ltd.",144,2022-10-24 00:00:00.000000,The Fifth Medical Center of the Chinese People's Liberation Army General Hospital,Hollow Fiber Dialyzer,F14,24-pack,73.0,90443928,The Fifth Medical Center of the Chinese People's Liberation Army General Hospital
204730,"Guangxi Diletang Medical Technology Co., Ltd.",936,2023-04-27 00:00:00.000000,Lingnan County Traditional Chinese Medicine Hospital,Hollow Fiber Dialyzer,HF14,24-pack,65.0,90492976,Lingnan County Traditional Chinese Medicine Hospital
200427,"Shanghai Dongming Medical Device Co., Ltd.",240,2020-01-14 00:00:00.000000,Lingnan County Traditional Chinese Medicine Hospital,Hollow Fiber Dialyzer,HF18,None,0.0,90227724,Lingnan County Traditional Chinese Medicine Hospital
202671,"Guizhou Xinfang Pharmaceutical Co., Ltd.",360,2021-02-26 00:00:00.000000,"Guizhou Xingren Zhenwu Hospital Co., Ltd.",Hollow Fiber Dialyzer,HF16,None,55.0,90303368,"Guizhou Xingren Zhenwu Hospital Co., Ltd."
200051,"Chongqing Tiawan Biological Technology Co., Ltd.",192,2023-05-25 00:00:00.000000,Yucheng People's Hospital,Hollow Fiber Dialyzer,F18,24-piece pack,62.0,90500247,Yucheng People's Hospital
103222,Wengniute Banner Traditional Chinese and Mongolian Medicine Hospital,180,2020-05-20 00:00:00.000000,Yucheng People's Hospital,Hollow Fiber Dialyzer,HF15,None,135.0,90245373,Yucheng People's Hospital
105235,Panjin People's Hospital,228,2021-03-25 00:00:00.000000,Yucheng People's Hospital,Hollow Fiber Dialyzer,F18,None,98.5,90307511,Yucheng People's Hospital
101595,Changtu County Central Hospital,504,2024-01-06 00:00:00.000000,Yucheng People's Hospital,Hollow Fiber Dialyzer,F15,24-piece pack,73.0,90571224,Yucheng People's Hospital
102001,Xian Central Hospital,-9,2023-12-09 00:00:00.000000,Yucheng People's Hospital,Hemodialysis Filter,HDF16,None,126.58,100014706,Yucheng People's Hospital
204467,"Henan Hubang Trading Co., Ltd.",300,2019-12-06 00:00:00.000000,Xincai County Traditional Chinese Medicine Hospital,Hollow Fiber Dialyzer,HF16,None,75.0,90219424,Xincai County Traditional Chinese Medicine Hospital
200411,"Shanxi Zhongjian Yizhong Medical Device Co., Ltd.",480,2019-03-15 00:00:00.000000,Lingqiu County Traditional Chinese Medicine Hospital,Hollow Fiber Dialyzer,F16,None,65.0,90175672,Lingqiu County Traditional Chinese Medicine Hospital
204477,"Jiangxi Bohua Medical Device Distribution Co., Ltd.",288,2023-08-26 00:00:00.000000,Ji'an City Traditional Chinese Medicine Hospital,Hollow Fiber Dialyzer,HF16,24-pack,31.0,90527320,Ji'an City Traditional Chinese Medicine Hospital
202779,"Xingtai International Trade (Shanghai) Co., Ltd.",240,2022-08-29 00:00:00.000000,"Shanghai BaoShan Wusong Central Hospital (Fudan University Zhongshan Hospital Wusong Hospital, Shanghai",Hollow Fiber Dialyzer,F14,24-pack,50.0,90430455,"Shanghai BaoShan Wusong Central Hospital (Fudan University Zhongshan Hospital Wusong Hospital, Shanghai"
205268,"Shangyao Holding (Yiyang) Co., Ltd.",168,2023-12-19 00:00:00.000000,Yiyang Datonghu District People's Hospital,Hollow Fiber Dialyzer,F16,24-piece pack,52.0,90563791,Yiyang Datonghu District People's Hospital
204359,"Dalian Aokang Medical Equipment Co., Ltd.",360,2022-11-28 00:00:00.000000,Dalian Third People's Hospital,Hollow Fiber Dialyzer,HF18,24-pack,58.0,90453314,Dalian Third People's Hospital
205781,"Hebei Honghewang Medical Device Sales Co., Ltd.",120,2022-09-27 00:00:00.000000,Dingzhou City Traditional Chinese Medicine Hospital,Hollow Fiber Dialyzer,F18,24-piece pack,71.0,90437814,Dingzhou City Traditional Chinese Medicine Hospital
200946,"Jiangmen Yibang Medical Devices Co., Ltd.",480,2019-08-07 00:00:00.000000,Xinhui District People's Hospital of Jiangmen City,Hollow Fiber Dialyzer,F15,None,65.0,90198134,Xinhui District People's Hospital of Jiangmen City
206275,"Henan Linshixing Trading Co., Ltd.",2,2023-06-06 00:00:00.000000,Luoyang Yiluo Hospital,Hollow Fiber Dialyzer,HF14,24-pack,0.0,90502457,Luoyang Yiluo Hospital
208411,"Henan Zhukang Medical Technology Co., Ltd.",456,2024-03-29 00:00:00.000000,Ruzhou Jiren Diabetes Hospital,Hollow Fiber Dialyzer,HF17,24-pack,35.0,90593763,Ruzhou Jiren Diabetes Hospital
205197,"Guangxi Shengxuan Yuhang Trading Co., Ltd.",48,2022-08-15 00:00:00.000000,Shangsi County People's Hospital,Hollow Fiber Dialyzer,HF16,24-pack,80.0,90426296,Shangsi County People's Hospital
202611,"Chongqing Sanchuang Pharmaceutical Co., Ltd.",240,2021-04-16 00:00:00.000000,Chongqing Sanxia Medical College Affiliated Traditional Chinese Medicine Hospital,Hollow Fiber Dialyzer,MF14,None,53.0,90312240,Chongqing Sanxia Medical College Affiliated Traditional Chinese Medicine Hospital
102956,The Fourth Hospital Affiliated with Liaoning University of Traditional Chinese Medicine,48,2019-04-09 00:00:00.000000,Chongqing Sanxia Medical College Affiliated Traditional Chinese Medicine Hospital,Hollow Fiber Dialyzer,HF15,None,135.0,90179290,Chongqing Sanxia Medical College Affiliated Traditional Chinese Medicine Hospital
208382,"Chengdu Tongjia Technology Co., Ltd.",24,2023-06-30 00:00:00.000000,Chengdu Yumei Hospital,Hollow Fiber Dialyzer,F16,24-piece pack,45.0,90510770,Chengdu Yumei Hospital
204015,"Shaanxi Xinbaichuan Pharmaceutical Co., Ltd.",120,2023-12-30 00:00:00.000000,Huangling County People's Hospital,Hollow Fiber Dialyzer,E15H,None,79.0,90569032,Huangling County People's Hospital
201497,"Anshan Runsheng Medical Management Co., Ltd.",96,2023-11-07 00:00:00.000000,"Anshan Runsheng Medical Management Co., Ltd. Lishan Traditional Chinese Medicine Hospital",Hollow Fiber Dialyzer,HF16,24-pack,33.0,90549953,"Anshan Runsheng Medical Management Co., Ltd. Lishan Traditional Chinese Medicine Hospital"
204802,"Nanjing Medicine (Huai'an) Tianyi Medical Supplies Co., Ltd.",2100,2023-09-09 00:00:00.000000,Suzhou Wujiang District First People's Hospital,Hollow Fiber Dialyzer,F16,24-piece pack,0.0,90531859,Suzhou Wujiang District First People's Hospital
200313,"Jinan Zhongxin Medical Equipment Co., Ltd.",96,2023-08-12 00:00:00.000000,Chengwu Dongda Traditional Chinese Medicine Hospital,Hemodialysis Filter,HDF16,None,70.0,90523288,Chengwu Dongda Traditional Chinese Medicine Hospital
200034,"Linyi Koraida Medical Device Co., Ltd.",480,2019-11-08 00:00:00.000000,Lanling County People's Hospital,Hollow Fiber Dialyzer,HF15,None,75.0,90214129,Lanling County People's Hospital
105129,Gu County Medical Group,480,2021-01-19 00:00:00.000000,Lanling County People's Hospital,Hollow Fiber Dialyzer,F14,None,66.0,90299135,Lanling County People's Hospital
200342,"Leshan Zhongrui Medical Device Co., Ltd.",240,2022-11-02 00:00:00.000000,Leshan Traditional Chinese Medicine Hospital,Hollow Fiber Dialyzer,HF18,24-pack,75.0,90447153,Leshan Traditional Chinese Medicine Hospital
202937,"Guangxi Nanning Liuyao Pharmaceutical Co., Ltd.",60,2019-03-08 00:00:00.000000,The Second Affiliated Hospital of Guangxi Medical University,Hollow Fiber Dialyzer,HF18,None,156.4,90174846,The Second Affiliated Hospital of Guangxi Medical University
202280,"Huadian Bailingtu Medical Device Trading Co., Ltd.",240,2022-03-22 00:00:00.000000,Jilin Changyi District Hospital,Hollow Fiber Dialyzer,HF15,24-piece pack,0.0,90390931,Jilin Changyi District Hospital
202929,"Sinopharm Group Sichuan Medical Device Co., Ltd.",360,2024-05-29 00:00:00.000000,"Ziyang People's Hospital, Sichuan Province",Hollow Fiber Dialyzer,HF15,24-piece pack,74.8,90612909,"Ziyang People's Hospital, Sichuan Province"
202293,"Jingmen Yizhou Trading Co., Ltd.",420,2019-09-11 00:00:00.000000,Shayang County People's Hospital,Hollow Fiber Dialyzer,F14,None,50.0,90204579,Shayang County People's Hospital
203896,"Sichuan Baobo Medical Technology Co., Ltd.",60,2023-07-08 00:00:00.000000,Guanghan People's Hospital,Hollow Fiber Dialyzer,HF19,None,75.0,90512686,Guanghan People's Hospital
202179,"Guilin Maishitong Medical Device Co., Ltd.",240,2019-08-21 00:00:00.000000,Guangxi Zhuang Autonomous Region Nanxishan Hospital,Hollow Fiber Dialyzer,F14,None,55.0,90200632,Guangxi Zhuang Autonomous Region Nanxishan Hospital
200805,"Harbin Huayikang Trading Co., Ltd.",-768,2020-12-11 00:00:00.000000,Fuyu County People's Hospital,Hollow Fiber Dialyzer,HF18,None,70.0,100005675,Fuyu County People's Hospital
204177,"Taizhou Jinglong Medical Technology Co., Ltd.",480,2022-02-21 00:00:00.000000,Huai'an Second People's Hospital,Hollow Fiber Dialyzer,F16,24-piece pack,40.1,90384666,Huai'an Second People's Hospital
106396,Yongan Yancheng Hospital,18,2022-02-11 00:00:00.000000,Huai'an Second People's Hospital,Hemodialysis Filter,HDF16,None,0.0,90383035,Huai'an Second People's Hospital
204486,"Jiangxi Mingxu Pharmaceutical Co., Ltd.",240,2022-04-22 00:00:00.000000,The Fifth Affiliated Hospital of Southern Medical University,Hollow Fiber Dialyzer,HF18,24-pack,75.0,90396494,The Fifth Affiliated Hospital of Southern Medical University
203175,"Chengdu Wanma Medical Device Co., Ltd.",288,2021-10-19 00:00:00.000000,Chengdu Fifth People's Hospital,Hollow Fiber Dialyzer,F16,24-piece pack,51.0,90356128,Chengdu Fifth People's Hospital
