timestamp,value_1,value_2,value_3,value_4,value_5
2024-05-27 09:29:04,35.98,33.2,0.92,35.38,32.65
2024-05-27 09:25:15,34.29,32.64,0.95,37.72,35.9
2024-05-27 09:16:06,33.79,32.1,0.95,37.73,35.84
2024-05-27 09:11:21,29.58,22.44,0.76,25.14,19.07
2024-05-27 06:14:04,34.93,34.9,1.0,31.44,31.41
2024-05-27 06:05:47,38.22,38.11,1.0,29.3,29.22
2024-05-27 03:55:22,32.12,34.35,1.07,25.16,26.91
2024-05-26 23:25:26,32.08,34.91,1.09,42.78,46.55
2024-05-26 23:12:28,31.45,34.51,1.1,25.16,27.61
2024-05-26 21:54:47,33.55,37.15,1.11,25.16,27.86
2024-05-26 21:10:05,30.58,33.08,1.08,18.86,20.4
2024-05-26 21:03:00,35.38,38.49,1.09,37.74,41.06
2024-05-26 20:35:26,39.27,42.68,1.09,33.38,36.28
2024-05-26 20:33:31,33.8,37.33,1.1,37.74,41.69
2024-05-26 19:56:50,36.38,42.82,1.18,23.04,27.12
2024-05-26 19:47:45,31.45,34.81,1.11,25.16,27.85
2024-05-26 19:30:49,37.37,41.6,1.11,26.16,29.12
2024-05-26 19:22:28,37.59,42.39,1.13,23.81,26.85
2024-05-26 18:53:46,31.45,37.49,1.19,25.16,29.99
2024-05-26 18:45:49,36.96,42.81,1.16,22.79,26.4
2024-05-26 18:27:22,37.14,42.19,1.14,49.52,56.26
2024-05-26 18:18:36,37.63,42.88,1.14,42.65,48.6
2024-05-26 18:12:14,33.28,38.03,1.14,24.96,28.52
2024-05-26 17:38:35,31.45,36.24,1.15,25.16,28.99
2024-05-26 17:35:39,32.8,38.02,1.16,25.15,29.15
2024-05-26 17:30:37,29.78,33.63,1.13,18.86,21.3
2024-05-26 17:17:10,31.41,37.74,1.2,25.13,30.19
2024-05-26 17:09:00,31.44,35.83,1.14,25.15,28.66
2024-05-26 16:59:12,37.73,41.89,1.11,20.12,22.34
2024-05-26 16:50:02,33.55,27.0,0.8,25.16,20.25
2024-05-26 16:34:53,34.66,39.74,1.15,39.86,45.7
2024-05-26 16:22:15,37.13,42.11,1.13,16.71,18.95
2024-05-26 16:19:27,32.82,39.35,1.2,25.16,30.17
2024-05-26 16:15:58,37.04,43.88,1.18,51.85,61.43
2024-05-26 15:58:07,36.83,43.25,1.17,30.69,36.04
2024-05-26 15:45:09,32.09,34.98,1.09,25.14,27.4
2024-05-26 15:16:56,37.4,42.47,1.14,38.02,43.18
2024-05-26 15:07:12,39.68,46.63,1.18,49.6,58.29
2024-05-26 14:47:16,39.64,44.52,1.12,33.03,37.1
2024-05-26 14:18:27,37.67,44.02,1.17,29.51,34.48
2024-05-26 14:11:44,36.75,41.21,1.12,39.2,43.96
2024-05-26 13:50:54,39.34,44.42,1.13,38.03,42.94
2024-05-26 13:38:59,33.29,37.37,1.12,37.73,42.35
2024-05-26 13:23:19,32.77,36.93,1.13,25.12,28.31
2024-05-26 13:09:14,32.12,37.3,1.16,25.16,29.22
2024-05-26 13:02:48,32.82,37.07,1.13,25.16,28.42
2024-05-26 12:54:37,38.66,42.3,1.09,20.62,22.56
2024-05-26 12:16:45,38.66,43.92,1.14,76.03,86.37
2024-05-26 12:04:14,39.07,39.96,1.02,17.58,17.98
2024-05-26 11:50:19,34.18,40.35,1.18,30.19,35.64
2024-05-26 11:18:24,36.47,39.28,1.08,34.04,36.66
2024-05-26 09:58:16,32.8,36.67,1.12,25.15,28.11
2024-05-26 09:55:59,32.11,35.11,1.09,25.15,27.5
2024-05-26 09:53:22,33.62,32.01,0.95,16.25,15.47
2024-05-26 09:29:47,36.89,39.07,1.06,32.59,34.51
2024-05-26 09:17:43,32.8,35.99,1.1,25.15,27.59
2024-05-26 09:13:56,33.42,31.3,0.94,20.05,18.78
2024-05-25 13:15:18,33.48,36.12,1.08,25.11,27.09
2024-05-25 10:45:44,32.71,34.94,1.07,32.71,34.94
2024-05-25 10:20:57,37.7,37.59,1.0,19.48,19.42
2024-05-25 10:10:26,32.11,34.37,1.07,25.15,26.92
2024-05-25 10:01:08,31.44,32.7,1.04,25.15,26.16
2024-05-25 09:38:12,34.94,36.37,1.04,41.35,43.04
2024-05-25 09:32:52,30.19,30.06,1.0,25.16,25.05
2024-05-25 08:43:03,35.37,32.84,0.93,37.73,35.03
2024-05-25 08:36:56,33.09,34.01,1.03,31.44,32.31
2024-05-25 08:32:49,32.13,34.0,1.06,25.17,26.63
2024-05-25 07:24:50,33.52,26.52,0.79,25.14,19.89
2024-05-24 23:19:40,39.09,40.25,1.03,34.53,35.55
2024-05-24 21:04:10,33.7,39.3,1.17,34.82,40.61
2024-05-24 18:34:57,32.12,37.43,1.17,25.16,29.32
2024-05-24 18:05:10,31.45,38.49,1.22,25.16,30.79
2024-05-24 16:05:49,36.61,43.77,1.2,47.59,56.9
2024-05-24 10:00:18,32.82,33.68,1.03,25.16,25.82
2024-05-24 09:32:16,33.8,37.78,1.12,37.74,42.19
2024-05-24 08:07:11,36.9,40.32,1.09,33.21,36.29
2024-05-24 07:56:53,39.36,41.82,1.06,21.65,23.0
2024-05-24 07:33:42,33.55,34.45,1.03,25.16,25.84
2024-05-24 07:28:31,40.16,36.68,0.91,28.78,26.29
2024-05-24 06:47:04,28.96,25.32,0.87,35.24,30.8
2024-05-24 00:26:30,34.3,35.69,1.04,25.15,26.17
2024-05-23 22:47:36,40.09,45.11,1.13,31.4,35.34
2024-05-23 21:27:06,37.79,42.83,1.13,53.53,60.67
2024-05-23 21:22:31,32.11,34.15,1.06,25.15,26.75
2024-05-23 20:54:25,34.31,39.45,1.15,25.16,28.93
2024-05-23 20:30:47,37.64,41.97,1.12,37.64,41.97
2024-05-23 20:26:08,38.17,42.83,1.12,27.99,31.41
2024-05-23 20:05:13,32.07,33.96,1.06,25.12,26.6
2024-05-23 19:50:25,26.84,28.7,1.07,23.26,24.87
2024-05-23 19:37:32,24.11,26.49,1.1,19.29,21.19
2024-05-23 19:36:42,36.88,44.56,1.21,18.44,22.28
2024-05-23 19:30:52,37.84,38.12,1.01,47.3,47.65
2024-05-23 19:25:41,37.85,34.28,0.91,31.54,28.57
2024-05-23 19:18:58,38.3,45.27,1.18,37.66,44.52
2024-05-23 19:16:43,35.38,41.3,1.17,37.74,44.05
2024-05-23 18:55:28,37.78,43.93,1.16,17.0,19.77
2024-05-23 18:51:25,40.16,45.35,1.13,44.85,50.64
2024-05-23 18:48:53,29.6,33.26,1.12,25.16,28.27
2024-05-23 18:14:38,32.11,37.2,1.16,25.15,29.14
2024-05-23 18:02:19,36.93,42.39,1.15,35.08,40.27
2024-05-23 17:56:55,32.11,37.6,1.17,25.15,29.45
2024-05-23 17:51:03,32.8,37.68,1.15,25.15,28.89
2024-05-23 17:40:33,35.15,42.69,1.21,40.42,49.09
2024-05-23 17:36:49,34.31,42.07,1.23,25.16,30.85
2024-05-23 17:24:25,34.31,42.6,1.24,31.45,39.05
2024-05-23 17:08:35,37.98,43.9,1.16,37.98,43.9
2024-05-23 16:57:56,37.14,41.73,1.12,17.95,20.17
2024-05-23 16:57:21,34.86,42.45,1.22,22.66,27.59
2024-05-23 16:48:19,33.8,46.35,1.37,37.74,51.76
2024-05-23 16:11:35,38.08,43.96,1.15,34.27,39.56
2024-05-23 16:08:15,20.12,7.22,0.36,25.15,9.02
2024-05-23 15:36:34,30.19,32.5,1.08,25.16,27.08
2024-05-23 15:30:47,36.38,40.65,1.12,36.38,40.65
2024-05-23 15:07:01,22.2,13.21,0.59,25.16,14.97
2024-05-23 14:52:42,31.4,35.4,1.13,25.12,28.32
2024-05-23 14:40:54,35.67,41.56,1.17,32.7,38.1
2024-05-23 14:34:58,39.73,45.01,1.13,27.15,30.76
2024-05-23 14:27:51,28.28,29.11,1.03,18.85,19.41
2024-05-23 14:02:50,35.38,39.84,1.13,37.74,42.5
2024-05-23 13:52:11,32.82,37.38,1.14,25.16,28.66
2024-05-23 13:43:28,31.39,35.45,1.13,25.11,28.36
2024-05-23 13:28:08,31.45,34.97,1.11,25.16,27.98
2024-05-23 13:23:58,37.51,42.78,1.14,40.64,46.34
2024-05-23 12:56:18,29.03,30.91,1.06,18.87,20.09
2024-05-23 12:46:43,34.18,39.75,1.16,30.19,35.11
2024-05-23 12:19:31,32.09,34.86,1.09,25.14,27.31
2024-05-23 12:02:09,33.8,38.6,1.14,37.74,43.1
2024-05-23 11:57:59,32.79,36.5,1.11,37.71,41.98
2024-05-23 11:16:01,30.2,28.82,0.95,15.1,14.41
2024-05-23 10:49:33,39.85,38.59,0.97,37.86,36.66
2024-05-23 10:41:00,33.55,37.39,1.11,25.16,28.04
2024-05-23 10:37:20,24.38,19.24,0.79,25.6,20.2
2024-05-23 10:26:15,33.52,36.53,1.09,25.14,27.4
2024-05-23 10:18:03,30.8,32.23,1.05,25.15,26.32
2024-05-23 10:10:30,37.2,39.95,1.07,38.44,41.28
2024-05-23 10:07:24,32.82,36.22,1.1,25.16,27.77
2024-05-23 10:00:26,34.28,37.4,1.09,37.71,41.14
2024-05-23 09:55:28,33.3,35.27,1.06,37.74,39.97
2024-05-23 09:35:07,29.59,27.26,0.92,25.15,23.17
2024-05-23 09:20:24,29.6,29.84,1.01,25.16,25.36
2024-05-23 09:15:03,33.53,36.45,1.09,25.15,27.34
2024-05-23 09:09:33,37.59,35.85,0.95,30.07,28.68
2024-05-23 09:00:02,37.0,37.52,1.01,24.05,24.39
2024-05-23 08:15:08,32.96,25.18,0.76,37.36,28.54
2024-05-23 08:07:36,32.82,30.53,0.93,25.16,23.41
2024-05-23 07:56:21,37.79,35.36,0.94,51.02,47.73
2024-05-23 07:49:31,31.45,31.98,1.02,25.16,25.58
2024-05-23 07:41:46,37.26,36.6,0.98,36.64,35.99
2024-05-23 07:24:37,33.28,33.58,1.01,37.72,38.06
2024-05-23 06:02:11,36.02,34.64,0.96,34.82,33.49
2024-05-23 05:52:13,19.61,9.28,0.47,24.84,11.75
2024-05-23 04:27:58,37.15,30.82,0.83,39.63,32.87
2024-05-23 01:24:57,38.58,33.83,0.88,23.15,20.3
2024-05-22 22:24:16,37.53,40.54,1.08,38.16,41.22
2024-05-22 22:17:47,36.13,40.52,1.12,30.71,34.44
2024-05-22 21:34:13,36.61,37.24,1.02,44.54,45.31
2024-05-22 21:20:00,32.12,35.11,1.09,25.16,27.5
2024-05-22 21:07:30,32.82,36.84,1.12,37.74,42.37
2024-05-22 20:46:01,30.18,28.82,0.96,25.15,24.02
2024-05-22 19:49:09,27.73,26.0,0.94,21.72,20.37
2024-05-22 19:33:46,36.3,34.34,0.95,18.15,17.17
2024-05-22 19:23:48,32.12,33.18,1.03,25.16,25.99
2024-05-22 19:20:52,31.0,33.06,1.07,22.22,23.69
2024-05-22 19:11:30,37.2,38.8,1.04,55.18,57.55
2024-05-22 18:45:46,29.78,30.02,1.01,18.86,19.01
2024-05-22 18:38:22,37.32,39.09,1.05,44.16,46.26
2024-05-22 18:13:03,32.11,34.35,1.07,25.15,26.91
2024-05-22 17:51:57,35.04,35.56,1.01,37.96,38.52
2024-05-22 17:27:36,32.34,34.65,1.07,30.18,32.34
2024-05-22 17:22:48,31.94,36.23,1.13,29.81,33.81
2024-05-22 17:14:02,31.45,38.19,1.21,25.16,30.55
2024-05-22 16:27:51,32.82,38.44,1.17,37.74,44.21
2024-05-22 16:15:16,36.64,38.12,1.04,42.14,43.84
2024-05-22 16:12:45,31.44,34.2,1.09,25.15,27.36
2024-05-22 14:22:03,32.12,35.13,1.09,25.16,27.52
2024-05-22 14:11:54,23.83,17.78,0.75,38.52,28.75
2024-05-22 13:52:08,29.02,29.34,1.01,25.15,25.43
2024-05-22 13:43:02,24.75,21.64,0.87,25.16,22.0
2024-05-22 12:52:21,31.4,32.29,1.03,25.12,25.83
2024-05-22 12:40:05,29.75,30.54,1.03,20.33,20.87
2024-05-22 12:12:47,33.53,31.04,0.93,25.15,23.28
2024-05-22 11:41:55,33.55,35.97,1.07,25.16,26.98
2024-05-22 11:32:34,36.56,36.59,1.0,28.64,28.66
2024-05-22 11:27:50,37.06,35.54,0.96,32.12,30.8
2024-05-22 11:17:32,38.78,40.29,1.04,24.56,25.52
2024-05-22 11:11:31,32.09,27.65,0.86,25.14,21.66
2024-05-22 11:05:20,31.45,32.15,1.02,25.16,25.72
2024-05-22 10:56:31,33.55,36.12,1.08,25.16,27.09
2024-05-22 10:51:52,34.3,34.06,0.99,25.15,24.98
2024-05-22 10:22:11,33.53,34.51,1.03,25.15,25.88
2024-05-22 10:08:34,32.11,33.17,1.03,25.15,25.98
2024-05-22 10:06:01,32.73,31.33,0.96,25.09,24.02
2024-05-22 10:02:58,30.8,30.12,0.98,25.15,24.6
2024-05-22 09:57:49,32.12,32.99,1.03,25.16,25.84
2024-05-22 09:53:50,33.55,36.79,1.1,25.16,27.59
2024-05-22 09:49:06,39.18,40.55,1.04,33.3,34.47
2024-05-22 09:43:22,39.02,40.45,1.04,40.97,42.47
2024-05-22 09:38:17,32.07,33.7,1.05,25.12,26.4
2024-05-22 09:31:38,39.85,40.83,1.02,27.23,27.9
2024-05-22 09:10:21,37.64,39.05,1.04,31.37,32.54
2024-05-22 09:05:59,25.15,21.62,0.86,25.15,21.62
2024-05-22 08:45:13,37.84,37.85,1.0,51.09,51.1
2024-05-22 08:24:05,39.07,39.33,1.01,26.05,26.22
2024-05-22 08:22:03,31.16,30.63,0.98,23.37,22.97
2024-05-22 08:05:53,31.44,30.59,0.97,25.15,24.47
2024-05-22 07:30:49,39.57,37.22,0.94,36.27,34.12
2024-05-21 18:48:26,33.53,35.04,1.04,25.15,26.28
2024-05-21 18:42:57,35.36,36.29,1.03,37.72,38.71
2024-05-21 17:45:36,31.44,31.67,1.01,25.15,25.34
2024-05-21 16:14:00,33.55,37.8,1.13,25.16,28.35
2024-05-21 16:06:59,37.02,40.35,1.09,50.59,55.15
2024-05-21 08:53:55,37.51,31.55,0.84,36.88,31.02
2024-05-20 19:20:52,37.7,39.76,1.05,60.32,63.62
2024-05-20 17:18:47,32.12,36.15,1.13,25.16,28.32
2024-05-20 17:12:59,35.38,39.88,1.13,37.74,42.54
2024-05-20 16:58:23,31.29,33.89,1.08,21.38,23.16
2024-05-20 16:49:07,34.94,45.49,1.3,31.45,40.94
2024-05-20 16:47:35,34.6,38.7,1.12,51.33,57.4
2024-05-20 16:30:35,34.3,36.01,1.05,25.15,26.41
2024-05-20 16:17:24,33.08,35.49,1.07,31.43,33.72
2024-05-20 15:38:07,32.8,36.33,1.11,25.15,27.85
2024-05-20 15:23:38,37.74,42.09,1.12,35.22,39.28
2024-05-20 15:04:12,32.12,39.28,1.22,25.16,30.77
2024-05-20 14:20:16,36.94,39.46,1.07,28.94,30.91
2024-05-20 12:14:31,39.96,44.05,1.1,31.97,35.24
2024-05-20 10:42:54,35.94,36.33,1.01,37.74,38.15
2024-05-20 10:12:22,32.11,28.52,0.89,25.15,22.34
2024-05-20 09:55:43,33.29,35.51,1.07,37.73,40.25
2024-05-20 08:53:10,33.55,36.48,1.09,25.16,27.36
2024-05-20 08:42:09,37.25,37.51,1.01,55.26,55.64
2024-05-20 07:09:39,32.09,29.63,0.92,25.14,23.21
2024-05-19 20:28:27,32.69,34.5,1.06,25.06,26.45
2024-05-19 16:11:00,36.6,43.74,1.2,24.4,29.16
2024-05-19 13:53:59,40.05,44.58,1.11,27.37,30.46
2024-05-19 13:39:18,20.67,10.73,0.52,22.39,11.62
2024-05-19 13:33:32,32.11,36.01,1.12,25.15,28.21
2024-05-19 10:42:53,33.55,35.45,1.06,25.16,26.59
2024-05-19 10:09:45,32.11,32.14,1.0,25.15,25.18
2024-05-19 09:51:15,37.33,39.55,1.06,30.49,32.3
2024-05-19 08:56:54,34.3,35.67,1.04,25.15,26.16
2024-05-19 08:36:40,32.11,33.49,1.04,25.15,26.23
2024-05-19 08:24:05,37.71,37.01,0.98,26.4,25.91
2024-05-19 08:14:10,32.91,29.54,0.9,30.17,27.08
2024-05-19 06:28:25,33.77,31.84,0.94,37.71,35.55
2024-05-18 21:14:48,35.93,42.09,1.17,37.73,44.19
2024-05-18 18:43:40,33.53,37.72,1.12,25.15,28.29
2024-05-18 17:15:57,32.8,39.76,1.21,25.15,30.48
2024-05-18 16:55:18,30.55,36.8,1.2,37.68,45.39
2024-05-18 16:25:21,31.7,40.22,1.27,37.51,47.59
2024-05-18 11:57:56,32.08,35.02,1.09,25.13,27.43
2024-05-18 10:55:58,36.86,40.81,1.11,27.03,29.93
2024-05-18 09:41:02,29.54,29.36,0.99,25.11,24.96
2024-05-18 08:57:23,35.2,36.1,1.03,39.89,40.91
2024-05-18 08:33:39,19.66,9.78,0.5,18.68,9.29
2024-05-18 07:37:20,36.13,30.15,0.83,22.28,18.59
2024-05-18 07:29:08,24.71,20.46,0.83,27.18,22.51
2024-05-18 06:54:27,36.81,34.37,0.93,17.18,16.04
2024-05-18 03:08:17,36.65,37.12,1.01,36.04,36.5
2024-05-17 21:19:53,31.45,35.68,1.13,25.16,28.54
2024-05-17 19:55:45,32.8,38.08,1.16,37.72,43.79
2024-05-17 18:15:05,35.49,43.07,1.21,35.49,43.07
2024-05-17 18:11:33,31.42,35.6,1.13,25.14,28.48
2024-05-17 17:20:15,36.79,46.16,1.25,25.75,32.31
2024-05-17 16:51:53,32.81,40.82,1.24,37.73,46.94
2024-05-17 16:01:54,36.48,42.49,1.16,27.36,31.87
2024-05-17 15:36:54,29.46,28.39,0.96,25.04,24.13
2024-05-17 12:39:41,32.34,36.61,1.13,37.73,42.71
2024-05-17 12:13:11,38.7,41.86,1.08,21.93,23.72
2024-05-17 10:37:43,38.79,44.68,1.15,42.02,48.4
2024-05-17 09:46:37,31.45,33.48,1.06,25.16,26.78
2024-05-17 09:34:50,27.96,29.89,1.07,25.16,26.9
2024-05-17 09:29:54,29.84,25.91,0.87,18.9,16.41
2024-05-17 08:59:56,31.45,35.03,1.11,25.16,28.02
2024-05-17 08:44:09,32.83,30.21,0.92,16.96,15.61
2024-05-17 08:32:16,38.95,41.6,1.07,37.65,40.21
2024-05-17 08:19:51,36.87,37.04,1.0,37.48,37.66
2024-05-16 17:28:16,31.24,28.75,0.92,24.99,23.0
2024-05-16 14:42:45,33.8,39.21,1.16,37.74,43.78
2024-05-16 14:06:47,37.39,39.19,1.05,31.16,32.66
2024-05-16 13:48:15,32.11,34.43,1.07,25.15,26.97
2024-05-16 13:35:59,35.37,39.22,1.11,37.73,41.84
2024-05-16 13:28:51,32.11,33.41,1.04,25.15,26.17
2024-05-16 12:51:11,19.97,2.97,0.15,36.28,5.4
2024-05-16 12:26:33,33.29,34.1,1.02,37.73,38.65
2024-05-16 12:05:39,37.14,38.9,1.05,45.8,47.98
2024-05-16 11:58:13,33.53,35.47,1.06,25.15,26.6
2024-05-16 10:39:53,35.17,35.26,1.0,19.93,19.98
2024-05-16 10:19:45,32.11,34.43,1.07,25.15,26.97
2024-05-16 10:14:12,39.49,42.58,1.08,36.2,39.03
2024-05-16 10:12:11,32.81,34.96,1.07,37.73,40.2
2024-05-16 10:05:20,31.44,32.69,1.04,25.15,26.15
2024-05-16 10:04:00,30.17,31.06,1.03,25.14,25.88
2024-05-16 09:56:05,32.81,32.05,0.98,50.31,49.15
2024-05-16 09:52:47,31.74,32.99,1.04,30.15,31.34
2024-05-16 09:44:27,32.11,31.79,0.99,25.15,24.9
2024-05-16 09:24:34,37.78,42.24,1.12,17.63,19.71
2024-05-16 08:40:42,31.42,32.31,1.03,25.14,25.85
2024-05-16 08:08:15,36.29,36.31,1.0,50.81,50.83
2024-05-16 07:05:55,39.3,39.96,1.02,37.99,38.63
2024-05-16 06:59:14,32.27,32.11,1.0,30.12,29.97
2024-05-16 05:50:20,39.33,37.16,0.94,62.27,58.84
2024-05-16 05:15:54,32.08,30.86,0.96,25.13,24.17
2024-05-16 03:06:54,34.81,32.41,0.93,37.71,35.11
2024-05-15 22:59:17,33.49,32.84,0.98,24.56,24.08
2024-05-15 22:34:38,25.69,24.32,0.95,18.41,17.43
2024-05-15 21:42:13,37.19,39.57,1.06,39.67,42.21
2024-05-15 21:33:23,32.25,34.64,1.07,27.95,30.02
2024-05-15 21:04:01,37.79,40.0,1.06,34.64,36.67
2024-05-15 19:54:18,32.77,36.13,1.1,24.58,27.1
2024-05-15 19:46:17,39.52,42.93,1.09,30.3,32.91
2024-05-15 19:34:56,33.01,37.02,1.12,36.86,41.34
2024-05-15 19:04:03,39.1,43.5,1.11,44.96,50.03
2024-05-15 18:38:50,32.77,31.27,0.95,24.58,23.45
2024-05-15 18:29:28,37.15,37.65,1.01,46.44,47.06
2024-05-15 18:01:18,28.91,34.56,1.2,24.57,29.38
2024-05-15 17:47:46,32.76,40.64,1.24,24.57,30.48
2024-05-15 17:40:49,34.56,41.02,1.19,36.86,43.76
2024-05-15 16:10:35,33.52,40.01,1.19,24.58,29.34
2024-05-15 16:01:56,29.89,34.49,1.15,18.43,21.27
2024-05-15 15:56:20,35.6,38.37,1.08,33.23,35.81
2024-05-15 15:53:06,32.77,38.64,1.18,24.58,28.98
2024-05-15 15:27:32,36.37,38.36,1.05,17.58,18.54
2024-05-15 15:21:04,34.69,37.7,1.09,49.14,53.41
2024-05-15 15:02:07,37.1,39.34,1.06,40.81,43.27
2024-05-15 14:12:55,37.64,39.03,1.04,33.25,34.48
2024-05-15 13:55:40,32.06,33.69,1.05,24.58,25.83
2024-05-15 13:52:16,32.31,32.2,1.0,30.69,30.59
2024-05-15 13:34:22,30.71,31.86,1.04,24.57,25.49
2024-05-15 13:28:37,31.25,36.12,1.16,22.92,26.49
2024-05-15 13:08:45,37.26,39.24,1.05,43.47,45.78
2024-05-15 12:43:54,30.72,32.9,1.07,18.43,19.74
2024-05-15 12:41:07,32.06,33.98,1.06,24.58,26.05
2024-05-15 12:38:05,31.37,33.14,1.06,24.57,25.96
2024-05-15 12:18:11,31.3,32.97,1.05,24.52,25.83
2024-05-15 12:07:36,34.44,37.58,1.09,15.5,16.91
2024-05-15 11:55:54,39.74,42.27,1.06,34.44,36.63
2024-05-15 11:39:22,37.24,39.51,1.06,24.83,26.34
2024-05-15 11:27:16,32.05,33.67,1.05,24.57,25.81
2024-05-15 11:17:40,37.61,42.51,1.13,31.97,36.13
2024-05-15 08:08:57,37.44,36.86,0.98,34.94,34.4
2024-05-15 06:36:30,37.43,30.0,0.8,36.18,29.0
2024-05-15 02:55:32,34.18,35.13,1.03,39.31,40.4
2024-05-14 23:03:27,37.29,40.16,1.08,20.51,22.09
2024-05-14 20:23:05,35.53,41.47,1.17,49.15,57.37
2024-05-14 19:22:33,37.45,44.04,1.18,44.32,52.11
2024-05-14 19:12:57,34.52,39.35,1.14,36.82,41.97
2024-05-14 17:47:46,30.1,35.23,1.17,24.58,28.77
2024-05-14 17:43:00,36.4,42.73,1.17,49.14,57.68
2024-05-14 17:33:27,32.05,37.28,1.16,24.57,28.58
2024-05-14 17:20:27,32.62,30.57,0.94,28.81,27.0
2024-05-14 16:17:28,31.31,36.78,1.17,24.53,28.81
2024-05-14 16:15:09,34.56,42.99,1.24,36.86,45.86
2024-05-14 14:32:07,39.8,38.84,0.98,17.91,17.48
2024-05-14 12:44:01,39.34,41.46,1.05,30.82,32.48
2024-05-14 12:36:59,33.5,37.47,1.12,24.57,27.48
2024-05-14 12:31:42,39.36,44.76,1.14,38.7,44.01
2024-05-14 12:28:59,33.5,38.93,1.16,24.57,28.55
2024-05-14 12:14:31,35.1,38.9,1.11,36.86,40.85
2024-05-14 11:22:47,36.79,33.66,0.91,19.01,17.39
2024-05-14 10:15:44,33.17,34.98,1.05,33.17,34.98
2024-05-14 10:11:58,32.89,29.13,0.89,35.63,31.56
2024-05-14 10:05:24,32.66,32.61,1.0,43.0,42.93
2024-05-14 10:01:28,35.96,37.65,1.05,49.15,51.45
